route_id,city,road_name,highway,start_lat,start_lng,end_lat,end_lng,length_m,sinuosity,max_heading_change_deg,sv_coverage,status,geometry_wkt
SR_00833,"Kochi, Kerala, India",Sreekandath Road East,tertiary,9.961392100000001,76.2886256,9.961619299999999,76.2900034,153.15,1.0001,1.88,,candidate_no_sv_check,"LINESTRING (76.2886256 9.961392100000001, 76.2890085 9.9614503, 76.289493 9.961524299999999, 76.2900034 9.961619299999999)"
SR_00834,"Kochi, Kerala, India",,residential,9.960846499999999,76.2729808,9.960457899999998,76.2716942,147.46,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2729808 9.960846499999999, 76.2716942 9.960457899999998)"
SR_00835,"Kochi, Kerala, India",,residential,9.960457899999998,76.2716942,9.960846499999999,76.2729808,147.46,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2716942 9.960457899999998, 76.2729808 9.960846499999999)"
SR_00836,"Kochi, Kerala, India",,residential,9.961254399999998,76.27303610000001,9.9607687,76.2715913,167.26,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.27303610000001 9.961254399999998, 76.2715913 9.9607687)"
SR_00837,"Kochi, Kerala, India",KPK Menon Road,residential,9.962341099999998,76.2727922,9.962044299999999,76.2719664,96.3,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2727922 9.962341099999998, 76.2719664 9.962044299999999)"
SR_00838,"Kochi, Kerala, India",Parambithara Road,unclassified,9.960289999999999,76.2930684,9.9616792,76.2928029,156.4,1.0002,2.56,,candidate_no_sv_check,"LINESTRING (76.2930684 9.960289999999999, 76.29296170000002 9.9607713, 76.2928029 9.9616792)"
SR_00839,"Kochi, Kerala, India",KC Joseph Road,living_street;residential,9.960289999999999,76.2930684,9.960512700000002,76.2940622,111.71,1.0,1.15,,candidate_no_sv_check,"LINESTRING (76.2930684 9.960289999999999, 76.2933864 9.960365799999996, 76.2940622 9.960512700000002)"
SR_00840,"Kochi, Kerala, India",Thottakattu Lane,living_street,9.956250699999998,76.2938737,9.956395399999998,76.2948094,103.87,1.0004,3.65,,candidate_no_sv_check,"LINESTRING (76.2938737 9.956250699999998, 76.2942995 9.956309199999998, 76.2946538 9.956376100000002, 76.2948094 9.956395399999998)"
SR_00841,"Kochi, Kerala, India",Crematorium Road,unclassified,9.9616792,76.2928029,9.9617399,76.2938379,113.79,1.0011,5.87,,candidate_no_sv_check,"LINESTRING (76.2928029 9.9616792, 76.2930962 9.9617179, 76.2938379 9.9617399)"
SR_00842,"Kochi, Kerala, India",Parambithara Road,unclassified,9.9616792,76.2928029,9.960289999999999,76.2930684,156.4,1.0002,2.56,,candidate_no_sv_check,"LINESTRING (76.2928029 9.9616792, 76.29296170000002 9.9607713, 76.2930684 9.960289999999999)"
SR_00843,"Kochi, Kerala, India",KC Joseph Road,residential,9.960512700000002,76.2940622,9.9606864,76.2950758,112.78,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2940622 9.960512700000002, 76.2950758 9.9606864)"
SR_00844,"Kochi, Kerala, India",KC Joseph Road,residential;living_street,9.960512700000002,76.2940622,9.960289999999999,76.2930684,111.71,1.0,1.15,,candidate_no_sv_check,"LINESTRING (76.2940622 9.960512700000002, 76.2933864 9.960365799999996, 76.2930684 9.960289999999999)"
SR_00845,"Kochi, Kerala, India",KC Joseph Road,residential,9.9606864,76.2950758,9.960512700000002,76.2940622,112.78,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2950758 9.9606864, 76.2940622 9.960512700000002)"
SR_00846,"Kochi, Kerala, India",Ambikapuram Road,unclassified,9.960978599999999,76.2939789,9.9617399,76.2938379,85.6,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2939789 9.960978599999999, 76.2938379 9.9617399)"
SR_00847,"Kochi, Kerala, India",,unclassified,9.965268000000002,76.2930229,9.965109199999999,76.2921997,91.94,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2930229 9.965268000000002, 76.2921997 9.965109199999999)"
SR_00848,"Kochi, Kerala, India",,unclassified,9.965268000000002,76.2930229,9.965427600000002,76.2938374,91.02,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2930229 9.965268000000002, 76.2938374 9.965427600000002)"
SR_00849,"Kochi, Kerala, India",Panampilly Nagar Avenue,tertiary,9.960789299999998,76.2957329,9.959770699999996,76.2958473,113.41,1.0005,4.2,,candidate_no_sv_check,"LINESTRING (76.2957329 9.960789299999998, 76.2957807 9.9605018, 76.2958473 9.959770699999996)"
SR_00850,"Kochi, Kerala, India",Panampilly Nagar Avenue,tertiary,9.9629799,76.2953604,9.961921700000001,76.29554440000001,118.75,1.0,0.26,,candidate_no_sv_check,"LINESTRING (76.2953604 9.9629799, 76.2954128 9.9626746, 76.2954345 9.962551499999998, 76.29554440000001 9.961921700000001)"
SR_00851,"Kochi, Kerala, India",Elders Forum Road,residential,9.9634959,76.2977917,9.9652773,76.2975229,199.2,1.0,0.53,,candidate_no_sv_check,"LINESTRING (76.2977917 9.9634959, 76.297591 9.9648468, 76.2975229 9.9652773)"
SR_00852,"Kochi, Kerala, India",Elders Forum Road,residential,9.9652773,76.2975229,9.9634959,76.2977917,199.2,1.0,0.53,,candidate_no_sv_check,"LINESTRING (76.2975229 9.9652773, 76.297591 9.9648468, 76.2977917 9.9634959)"
SR_00853,"Kochi, Kerala, India",Panampilly Nagar Avenue,tertiary,9.9634387,76.2951783,9.9646313,76.2949908,133.48,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2951783 9.9634387, 76.2949908 9.9646313)"
SR_00854,"Kochi, Kerala, India",2nd Cross Street A,residential,9.9633785,76.2947715,9.964270499999996,76.2946126,100.17,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2947715 9.9633785, 76.2946126 9.964270499999996)"
SR_00855,"Kochi, Kerala, India",2nd Cross Street A,residential,9.964270499999996,76.2946126,9.9633785,76.2947715,100.17,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2946126 9.964270499999996, 76.2947715 9.9633785)"
SR_00856,"Kochi, Kerala, India",HB Service Road,residential,9.963419300000002,76.2950769,9.964610599999999,76.2948697,133.69,1.0,0.86,,candidate_no_sv_check,"LINESTRING (76.2950769 9.963419300000002, 76.2949815 9.963994399999999, 76.2948697 9.964610599999999)"
SR_00857,"Kochi, Kerala, India",St Jacob Road,unclassified,9.954817900000002,76.2559612,9.954929899999996,76.2567839,91.08,1.0004,3.4,,candidate_no_sv_check,"LINESTRING (76.2559612 9.954817900000002, 76.2563823 9.954862900000002, 76.2567839 9.954929899999996)"
SR_00858,"Kochi, Kerala, India",,residential,9.953150599999999,76.256418,9.953180900000001,76.2555993,89.82,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.256418 9.953150599999999, 76.2555993 9.953180900000001)"
SR_00859,"Kochi, Kerala, India",New Road,tertiary,9.9596585,76.2553281,9.958679599999998,76.2555071,110.02,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2553281 9.9596585, 76.2555071 9.958679599999998)"
SR_00860,"Kochi, Kerala, India",Pandithan Road,unclassified,9.9596585,76.2553281,9.959390799999996,76.2545506,90.34,1.0011,6.13,,candidate_no_sv_check,"LINESTRING (76.2553281 9.9596585, 76.2547659 9.9594467, 76.2545506 9.959390799999996)"
SR_00861,"Kochi, Kerala, India",Pandithan Road,unclassified,9.959390799999996,76.2545506,9.9596585,76.2553281,90.34,1.0011,6.13,,candidate_no_sv_check,"LINESTRING (76.2545506 9.959390799999996, 76.2547659 9.9594467, 76.2553281 9.9596585)"
SR_00862,"Kochi, Kerala, India",A Sivaram Road,unclassified,9.960987999999999,76.2530693,9.9609423,76.2522399,91.07,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2530693 9.960987999999999, 76.2522399 9.9609423)"
SR_00863,"Kochi, Kerala, India",,residential,9.9629543,76.2494409,9.963152799999998,76.2475558,207.92,1.0004,5.46,,candidate_no_sv_check,"LINESTRING (76.2494409 9.9629543, 76.2492175 9.962960300000002, 76.248394 9.963060700000002, 76.2481959 9.963082699999998, 76.2475558 9.963152799999998)"
SR_00864,"Kochi, Kerala, India",Chirattapalam Road,unclassified,9.9609034,76.2465958,9.961026400000002,76.2458036,87.91,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2465958 9.9609034, 76.2458036 9.961026400000002)"
SR_00865,"Kochi, Kerala, India",Chirattapalam Road,unclassified,9.9609034,76.2465958,9.960715699999996,76.2473271,82.84,1.0002,2.43,,candidate_no_sv_check,"LINESTRING (76.2465958 9.9609034, 76.2468515 9.9608452, 76.2473271 9.960715699999996)"
SR_00866,"Kochi, Kerala, India",Chirattapalam Road,secondary,9.9612619,76.2457956,9.960895299999999,76.24335630000002,270.56,1.0003,2.38,,candidate_no_sv_check,"LINESTRING (76.2457956 9.9612619, 76.2451368 9.961181999999999, 76.2448394 9.961145999999998, 76.2443587 9.961067599999998, 76.2437618 9.9609644, 76.2437046 9.960954599999997, 76.24335630000002 9.960895299999999)"
SR_00867,"Kochi, Kerala, India",Santo Gopalan Road,secondary,9.952007999999998,76.2530162,9.9510638,76.2531256,105.1,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2530162 9.952007999999998, 76.2531256 9.9510638)"
SR_00868,"Kochi, Kerala, India",Santo Gopalan Road,secondary,9.9510638,76.2531256,9.952007999999998,76.2530162,105.1,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2531256 9.9510638, 76.2530162 9.952007999999998)"
SR_00869,"Kochi, Kerala, India",Santo Gopalan Road,secondary,9.9510638,76.2531256,9.950051899999998,76.2533031,113.58,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2531256 9.9510638, 76.2533031 9.950051899999998)"
SR_00870,"Kochi, Kerala, India",Jawahar Road,secondary,9.9520228,76.252775,9.952046299999997,76.2520322,81.48,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.252775 9.9520228, 76.2520322 9.952046299999997)"
SR_00871,"Kochi, Kerala, India",Town Hall Road,tertiary,9.9520228,76.252775,9.953154800000002,76.2527443,125.23,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.252775 9.9520228, 76.2527614 9.952524799999999, 76.2527443 9.953154800000002)"
SR_00872,"Kochi, Kerala, India",Mahatma Gandhi Road,primary,9.9677124,76.2862869,9.96695,76.2864172,85.52,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2862869 9.9677124, 76.2863502 9.967341999999999, 76.2864172 9.96695)"
SR_00873,"Kochi, Kerala, India",Nettipadam Road,unclassified,9.967265599999996,76.2882385,9.967018999999999,76.2871074,127.2,1.0018,7.63,,candidate_no_sv_check,"LINESTRING (76.2882385 9.967265599999996, 76.2874303 9.967057799999997, 76.2871074 9.967018999999999)"
SR_00874,"Kochi, Kerala, India",Chirattapalam Road,secondary,9.960895299999999,76.24335630000002,9.9612619,76.2457956,270.56,1.0003,2.38,,candidate_no_sv_check,"LINESTRING (76.24335630000002 9.960895299999999, 76.2437046 9.960954599999997, 76.2437618 9.9609644, 76.2443587 9.961067599999998, 76.2448394 9.961145999999998, 76.2451368 9.961181999999999, 76.2457956 9.9612619)"
SR_00875,"Kochi, Kerala, India",Police quater Road,residential,9.962481399999998,76.2429789,9.9622274,76.242178,92.29,1.0011,3.97,,candidate_no_sv_check,"LINESTRING (76.2429789 9.962481399999998, 76.2427963 9.962438199999998, 76.2425072 9.962348399999998, 76.242178 9.9622274)"
SR_00876,"Kochi, Kerala, India",Police quater Road,residential,9.9622274,76.242178,9.962481399999998,76.2429789,92.29,1.0011,3.97,,candidate_no_sv_check,"LINESTRING (76.242178 9.9622274, 76.2425072 9.962348399999998, 76.2427963 9.962438199999998, 76.2429789 9.962481399999998)"
SR_00877,"Kochi, Kerala, India",,primary,9.935271599999998,76.2631026,9.9352345,76.2623209,85.85,1.0006,3.92,,candidate_no_sv_check,"LINESTRING (76.2631026 9.935271599999998, 76.2627965 9.9352444, 76.2623209 9.9352345)"
SR_00878,"Kochi, Kerala, India",Thamarakulam Road,tertiary,9.9570047,76.243815,9.956825500000003,76.2447679,106.36,1.0002,2.62,,candidate_no_sv_check,"LINESTRING (76.243815 9.9570047, 76.2441642 9.956928600000001, 76.2447679 9.956825500000003)"
SR_00879,"Kochi, Kerala, India",Thamarakulam Road,tertiary,9.9570047,76.243815,9.9572204,76.242915,101.53,1.0001,1.81,,candidate_no_sv_check,"LINESTRING (76.243815 9.9570047, 76.2435105 9.957071000000001, 76.242915 9.9572204)"
SR_00880,"Kochi, Kerala, India",,residential,9.9570047,76.243815,9.957931099999998,76.243903,102.9,1.0,0.02,,candidate_no_sv_check,"LINESTRING (76.243815 9.9570047, 76.2438849 9.957740099999999, 76.243903 9.957931099999998)"
SR_00881,"Kochi, Kerala, India",,residential,9.9570047,76.243815,9.956678700000001,76.2424515,153.9,1.0008,5.2,,candidate_no_sv_check,"LINESTRING (76.243815 9.9570047, 76.2436052 9.956943499999996, 76.2432474 9.9568514, 76.2426701 9.956711300000002, 76.2424515 9.956678700000001)"
SR_00882,"Kochi, Kerala, India",,residential,9.9572636,76.24306130000001,9.958020799999996,76.2430452,83.84,1.001,5.69,,candidate_no_sv_check,"LINESTRING (76.24306130000001 9.9572636, 76.2430515 9.957335000000002, 76.2430392 9.9576749, 76.2430452 9.958020799999996)"
SR_00883,"Kochi, Kerala, India",Ajantha Road,residential,9.9555093,76.2479518,9.956245400000002,76.2480088,81.64,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2479518 9.9555093, 76.2480088 9.956245400000002)"
SR_00884,"Kochi, Kerala, India",Ajantha Road,residential,9.956245400000002,76.2480088,9.9555093,76.2479518,81.64,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2480088 9.956245400000002, 76.2479518 9.9555093)"
SR_00885,"Kochi, Kerala, India",,residential,9.956245400000002,76.2480088,9.956257699999998,76.24713050000001,96.3,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2480088 9.956245400000002, 76.24713050000001 9.956257699999998)"
SR_00886,"Kochi, Kerala, India",Y. N. P Trust Road,unclassified,9.953700900000001,76.2478701,9.9538638,76.2489535,120.14,1.0,0.89,,candidate_no_sv_check,"LINESTRING (76.2478701 9.953700900000001, 76.2484831 9.953797299999998, 76.2488895 9.953854799999998, 76.2489535 9.9538638)"
SR_00887,"Kochi, Kerala, India",,residential,9.9538638,76.2489535,9.9521013,76.2489061,194.98,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2489535 9.9538638, 76.2489061 9.9521013)"
SR_00888,"Kochi, Kerala, India",Y. N. P Trust Road,unclassified,9.9538638,76.2489535,9.953700900000001,76.2478701,120.14,1.0,0.89,,candidate_no_sv_check,"LINESTRING (76.2489535 9.9538638, 76.2488895 9.953854799999998, 76.2484831 9.953797299999998, 76.2478701 9.953700900000001)"
SR_00889,"Kochi, Kerala, India",Y. N. P Trust Road,unclassified,9.9538638,76.2489535,9.9539985,76.24988160000001,102.85,1.0001,3.25,,candidate_no_sv_check,"LINESTRING (76.2489535 9.9538638, 76.2498039 9.953983099999999, 76.24988160000001 9.9539985)"
SR_00890,"Kochi, Kerala, India",,residential,9.9553113,76.2460802,9.955343900000003,76.2453065,84.94,1.0004,3.55,,candidate_no_sv_check,"LINESTRING (76.2460802 9.9553113, 76.2458004 9.955312100000002, 76.2453065 9.955343900000003)"
SR_00891,"Kochi, Kerala, India",,residential,9.955343900000003,76.2453065,9.9553113,76.2460802,84.94,1.0004,3.55,,candidate_no_sv_check,"LINESTRING (76.2453065 9.955343900000003, 76.2458004 9.955312100000002, 76.2460802 9.9553113)"
SR_00892,"Kochi, Kerala, India",P.S. Dayanandan Lane,residential,9.9566341,76.2458797,9.957704699999999,76.2462867,126.73,1.0016,7.27,,candidate_no_sv_check,"LINESTRING (76.2458797 9.9566341, 76.2459519 9.956849, 76.2461 9.957154199999998, 76.2462867 9.957704699999999)"
SR_00893,"Kochi, Kerala, India",SS Krishna Road,unclassified,9.956637899999999,76.245524,9.9558433,76.2454148,88.87,1.0021,7.68,,candidate_no_sv_check,"LINESTRING (76.245524 9.956637899999999, 76.24544470000001 9.9562459, 76.2454229 9.9559076, 76.2454148 9.9558433)"
SR_00894,"Kochi, Kerala, India",Ammamkovil Road,tertiary,9.957704699999999,76.2462867,9.9577064,76.2454994,86.32,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2462867 9.957704699999999, 76.2454994 9.9577064)"
SR_00895,"Kochi, Kerala, India",P.S. Dayanandan Lane,residential,9.957704699999999,76.2462867,9.9566341,76.2458797,126.73,1.0016,7.27,,candidate_no_sv_check,"LINESTRING (76.2462867 9.957704699999999, 76.2461 9.957154199999998, 76.2459519 9.956849, 76.2458797 9.9566341)"
SR_00896,"Kochi, Kerala, India",SS Krishna Road,unclassified,9.9558433,76.2454148,9.956637899999999,76.245524,88.87,1.0021,7.68,,candidate_no_sv_check,"LINESTRING (76.2454148 9.9558433, 76.2454229 9.9559076, 76.24544470000001 9.9562459, 76.245524 9.956637899999999)"
SR_00897,"Kochi, Kerala, India",,residential,9.953483199999999,76.2513904,9.9527588,76.2514494,80.39,1.0003,2.73,,candidate_no_sv_check,"LINESTRING (76.2513904 9.953483199999999, 76.2514297 9.9531083, 76.2514494 9.9527588)"
SR_00898,"Kochi, Kerala, India",Y. N. P Trust Road,unclassified,9.9541215,76.2526888,9.9542262,76.2535978,100.35,1.0002,2.12,,candidate_no_sv_check,"LINESTRING (76.2526888 9.9541215, 76.2531853 9.954170300000001, 76.2535978 9.9542262)"
SR_00899,"Kochi, Kerala, India",Maulana Azad Road,secondary,9.9482074,76.2573156,9.949028299999998,76.2574127,91.49,1.001,5.67,,candidate_no_sv_check,"LINESTRING (76.2573156 9.9482074, 76.2573514 9.9486586, 76.2573918 9.9488819, 76.2574127 9.949028299999998)"
SR_00900,"Kochi, Kerala, India",Maulana Azad Road,secondary,9.949028299999998,76.2574127,9.9482074,76.2573156,91.49,1.001,5.67,,candidate_no_sv_check,"LINESTRING (76.2574127 9.949028299999998, 76.2573918 9.9488819, 76.2573514 9.9486586, 76.2573156 9.9482074)"
SR_00901,"Kochi, Kerala, India",Maulana Azad Road,secondary,9.949573499999998,76.2574909,9.950302699999998,76.2575661,81.06,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2574909 9.949573499999998, 76.2575661 9.950302699999998)"
SR_00902,"Kochi, Kerala, India",Cochin College Road,residential,9.949573499999998,76.2574909,9.949494999999999,76.256571,101.23,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2574909 9.949573499999998, 76.256571 9.949494999999999)"
SR_00903,"Kochi, Kerala, India",Maulana Azad Road,secondary,9.950302699999998,76.2575661,9.949573499999998,76.2574909,81.06,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2575661 9.950302699999998, 76.2574909 9.949573499999998)"
SR_00904,"Kochi, Kerala, India",Cochin College Road,residential,9.949494999999999,76.256571,9.949573499999998,76.2574909,101.23,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.256571 9.949494999999999, 76.2574909 9.949573499999998)"
SR_00905,"Kochi, Kerala, India",,residential,9.949556899999997,76.2580482,9.950811199999997,76.2579999,138.92,1.0008,4.62,,candidate_no_sv_check,"LINESTRING (76.2580482 9.949556899999997, 76.2579946 9.950314599999997, 76.2579999 9.950811199999997)"
SR_00906,"Kochi, Kerala, India",Maulana Azad Road,secondary,9.944055,76.2597472,9.9429141,76.2599108,127.65,1.0016,6.79,,candidate_no_sv_check,"LINESTRING (76.2597472 9.944055, 76.2598218 9.943659300000002, 76.259881 9.943348299999998, 76.2599108 9.9429141)"
SR_00907,"Kochi, Kerala, India",Jew Cemetery Lane,residential,9.955714800000003,76.257917,9.955810800000002,76.2588372,101.5,1.0005,5.12,,candidate_no_sv_check,"LINESTRING (76.257917 9.955714800000003, 76.25869670000002 9.955785399999998, 76.2588372 9.955810800000002)"
SR_00908,"Kochi, Kerala, India",40 MURI LANE,residential,9.955888099999996,76.257935,9.955888700000001,76.2567846,126.31,1.0015,7.47,,candidate_no_sv_check,"LINESTRING (76.257935 9.955888099999996, 76.257836 9.9558887, 76.2577971 9.955890400000001, 76.2577652 9.955892199999997, 76.2577316 9.955892199999996, 76.2576856 9.9558922, 76.2576414 9.955893899999998, 76.2576042 9.9558957, 76.2575494 9.9558957, 76.257498 9.955895699999997, 76.257453 9.955898700000002, 76.2574088 9.955902099999998, 76.2573512 9.955907899999998, 76.2573016 9.955907900000001, 76.2572556 9.9559079, 76.257183 9.955906099999998, 76.2571105 9.9559061, 76.2570645 9.955906099999996, 76.2570114 9.955899200000001, 76.2569406 9.955899200000001, 76.2569123 9.9558974, 76.2568645 9.955892199999997, 76.2568274 9.9558887, 76.2567846 9.955888700000001)"
SR_00909,"Kochi, Kerala, India",Jew Cemetery Lane,residential,9.955810800000002,76.2588372,9.955714800000003,76.257917,101.5,1.0005,5.12,,candidate_no_sv_check,"LINESTRING (76.2588372 9.955810800000002, 76.25869670000002 9.955785399999998, 76.257917 9.955714800000003)"
SR_00910,"Kochi, Kerala, India",KJ Herschel Road,secondary,9.953197400000002,76.2414693,9.951777799999997,76.2421619,174.55,1.0009,5.48,,candidate_no_sv_check,"LINESTRING (76.2414693 9.953197400000002, 76.2416737 9.9527103, 76.2420331 9.952041999999999, 76.2421619 9.951777799999997)"
SR_00911,"Kochi, Kerala, India",Veli Road,secondary,9.949557800000001,76.2448541,9.951699799999998,76.2447019,237.49,1.0001,2.2,,candidate_no_sv_check,"LINESTRING (76.2448541 9.949557800000001, 76.2448277 9.949858, 76.2448135 9.950147299999996, 76.2447841 9.950677699999998, 76.2447019 9.951699799999998)"
SR_00912,"Kochi, Kerala, India",,residential,9.949557800000001,76.2448541,9.949555699999998,76.2458999,114.75,1.0008,7.93,,candidate_no_sv_check,"LINESTRING (76.2448541 9.949557800000001, 76.2458059 9.949544100000002, 76.2458999 9.949555699999998)"
SR_00913,"Kochi, Kerala, India",PM Syed Road,tertiary,9.9631903,76.2506678,9.9635359,76.249911,91.51,1.0018,7.2,,candidate_no_sv_check,"LINESTRING (76.2506678 9.9631903, 76.2505947 9.9632248, 76.2502115 9.963424399999997, 76.249911 9.9635359)"
SR_00914,"Kochi, Kerala, India",A Sivaram Road,unclassified,9.9609423,76.2522399,9.960987999999999,76.2530693,91.07,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2522399 9.9609423, 76.2530693 9.960987999999999)"
SR_00915,"Kochi, Kerala, India",Kshema Bhavan road,unclassified,9.9609423,76.2522399,9.961908400000002,76.2521664,107.2,1.0005,3.61,,candidate_no_sv_check,"LINESTRING (76.2522399 9.9609423, 76.2522223 9.961374399999999, 76.2521664 9.961908400000002)"
SR_00916,"Kochi, Kerala, India",,residential,9.9651808,76.2521741,9.9658856,76.2519663,81.3,1.0011,7.15,,candidate_no_sv_check,"LINESTRING (76.2521741 9.9651808, 76.2520909 9.965479100000001, 76.2520256 9.965735099999998, 76.2519663 9.9658856)"
SR_00917,"Kochi, Kerala, India",AK Xavier Road;Santo Gopalan Road,secondary,9.939292099999998,76.253116,9.938413600000002,76.2529897,98.13,1.0,0.72,,candidate_no_sv_check,"LINESTRING (76.253116 9.939292099999998, 76.2531119 9.9392634, 76.2531008 9.9391794, 76.2529897 9.938413600000002)"
SR_00918,"Kochi, Kerala, India",Moolamkuzhi Beach Road,tertiary,9.939292099999998,76.253116,9.939476100000002,76.2517073,155.79,1.0,0.41,,candidate_no_sv_check,"LINESTRING (76.253116 9.939292099999998, 76.2520995 9.9394269, 76.2517073 9.939476100000002)"
SR_00919,"Kochi, Kerala, India",Santo Gopalan Road,secondary,9.939884700000002,76.2532287,9.9406739,76.2533345,88.04,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2532287 9.939884700000002, 76.2533345 9.9406739)"
SR_00920,"Kochi, Kerala, India",,residential,9.938413600000002,76.2529897,9.938427399999998,76.253918,101.79,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2529897 9.938413600000002, 76.253918 9.938427399999998)"
SR_00921,"Kochi, Kerala, India",AK Xavier Road;Santo Gopalan Road,secondary,9.938413600000002,76.2529897,9.939292099999998,76.253116,98.13,1.0,0.72,,candidate_no_sv_check,"LINESTRING (76.2529897 9.938413600000002, 76.2531008 9.9391794, 76.2531119 9.9392634, 76.253116 9.939292099999998)"
SR_00922,"Kochi, Kerala, India",Moolamkuzhi Beach Road,tertiary,9.939476100000002,76.2517073,9.939292099999998,76.253116,155.79,1.0,0.41,,candidate_no_sv_check,"LINESTRING (76.2517073 9.939476100000002, 76.2520995 9.9394269, 76.253116 9.939292099999998)"
SR_00923,"Kochi, Kerala, India",Moolamkuzhi Beach Road,tertiary,9.939476100000002,76.2517073,9.9395548,76.2507137,109.38,1.0008,6.12,,candidate_no_sv_check,"LINESTRING (76.2517073 9.939476100000002, 76.2511717 9.939502599999999, 76.25097 9.9395342, 76.2507137 9.9395548)"
SR_00924,"Kochi, Kerala, India",Maulana Azad Road,secondary,9.9399245,76.2602259,9.9407474,76.2601918,91.1,1.0002,2.45,,candidate_no_sv_check,"LINESTRING (76.2602259 9.9399245, 76.2602132 9.940433599999999, 76.2601918 9.9407474)"
SR_00925,"Kochi, Kerala, India",Maulana Azad Road,secondary,9.9407474,76.2601918,9.9399245,76.2602259,91.1,1.0002,2.45,,candidate_no_sv_check,"LINESTRING (76.2601918 9.9407474, 76.2602132 9.940433599999999, 76.2602259 9.9399245)"
SR_00926,"Kochi, Kerala, India",Maulana Azad Road,secondary,9.9407474,76.2601918,9.9415818,76.2601307,92.59,1.0008,7.07,,candidate_no_sv_check,"LINESTRING (76.2601918 9.9407474, 76.2601742 9.9408424, 76.2601307 9.9415818)"
SR_00927,"Kochi, Kerala, India",,residential,9.9407474,76.2601918,9.9406299,76.2594563,81.69,1.0001,1.86,,candidate_no_sv_check,"LINESTRING (76.2601918 9.9407474, 76.2599105 9.940708199999998, 76.2594563 9.9406299)"
SR_00928,"Kochi, Kerala, India",,residential,9.939735599999999,76.2458476,9.940852899999996,76.2457486,124.04,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2458476 9.939735599999999, 76.2457486 9.940852899999996)"
SR_00929,"Kochi, Kerala, India",,residential,9.9395152,76.2467979,9.940310999999998,76.2468542,88.22,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2467979 9.9395152, 76.2468542 9.940310999999998)"
SR_00930,"Kochi, Kerala, India",Moolamkuzhi Beach Road,tertiary,9.939494899999998,76.2471995,9.9394751,76.2483661,127.93,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2471995 9.939494899999998, 76.2483661 9.9394751)"
SR_00931,"Kochi, Kerala, India",,residential,9.940310999999998,76.2468542,9.9395152,76.2467979,88.22,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2468542 9.940310999999998, 76.2467979 9.9395152)"
SR_00932,"Kochi, Kerala, India",,residential,9.940310999999998,76.2468542,9.941238799999997,76.2468765,102.63,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2468542 9.940310999999998, 76.2468765 9.941238799999997)"
SR_00933,"Kochi, Kerala, India",Moolamkuzhi Beach Road,tertiary,9.939194499999997,76.2540346,9.939453299999998,76.2556124,175.4,1.0003,3.36,,candidate_no_sv_check,"LINESTRING (76.2540346 9.939194499999997, 76.2548421 9.939313399999998, 76.2554281 9.9394282, 76.2556124 9.939453299999998)"
SR_00934,"Kochi, Kerala, India",Moolamkuzhi Beach Road,tertiary,9.939453299999998,76.2556124,9.939426899999999,76.2567173,121.33,1.0012,7.48,,candidate_no_sv_check,"LINESTRING (76.2556124 9.939453299999998, 76.2558841 9.939437500000002, 76.2560986 9.9394164, 76.256391 9.9394256, 76.2567173 9.939426899999999)"
