route_id,city,road_name,highway,start_lat,start_lng,end_lat,end_lng,length_m,sinuosity,max_heading_change_deg,sv_coverage,status,geometry_wkt
SR_00000,"Kochi, Kerala, India",Kalavath Road,tertiary,10.0039033,76.3090592,10.002842100000002,76.3095084,127.31,1.0003,3.04,,candidate_no_sv_check,"LINESTRING (76.3090592 10.0039033, 76.3092482 10.0034228, 76.3094628 10.002952599999999, 76.3095084 10.002842100000002)"
SR_00001,"Kochi, Kerala, India",Kalavath Road,tertiary,10.002842100000002,76.3095084,10.0039033,76.3090592,127.31,1.0003,3.04,,candidate_no_sv_check,"LINESTRING (76.3095084 10.002842100000002, 76.3094628 10.002952599999999, 76.3092482 10.0034228, 76.3090592 10.0039033)"
SR_00002,"Kochi, Kerala, India",Shanmugham Road,primary,9.977107199999999,76.2772786,9.978675699999998,76.2765153,192.59,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2772786 9.977107199999999, 76.2765153 9.978675699999998)"
SR_00003,"Kochi, Kerala, India",Shanmugham Road,primary,9.978675699999998,76.2765153,9.979550600000001,76.2760703,108.36,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2765153 9.978675699999998, 76.2760703 9.979550600000001)"
SR_00004,"Kochi, Kerala, India",Hospital Road,tertiary,9.971348899999999,76.28014,9.9717209,76.2821892,228.42,1.0001,2.59,,candidate_no_sv_check,"LINESTRING (76.28014 9.971348899999999, 76.28014490000001 9.9713499, 76.2805759 9.971440400000002, 76.281084 9.971523500000002, 76.2814941 9.9715989, 76.2821892 9.9717209)"
SR_00005,"Kochi, Kerala, India",Park Avenue,primary,9.971348899999999,76.28014,9.973235099999997,76.2795199,219.61,1.001,5.37,,candidate_no_sv_check,"LINESTRING (76.28014 9.971348899999999, 76.2801383 9.971355100000002, 76.2799205 9.9719948, 76.2797974 9.9723931, 76.279711 9.972729700000002, 76.2796476 9.972931699999997, 76.2795199 9.973235099999997)"
SR_00006,"Kochi, Kerala, India",Hospital Road,tertiary,9.9717209,76.2821892,9.971348899999999,76.28014,228.42,1.0001,2.59,,candidate_no_sv_check,"LINESTRING (76.2821892 9.9717209, 76.2814941 9.9715989, 76.281084 9.971523500000002, 76.2805759 9.971440400000002, 76.28014490000001 9.9713499, 76.28014 9.971348899999999)"
SR_00007,"Kochi, Kerala, India",Cannon Shed Road,tertiary,9.973235099999997,76.2795199,9.973721799999996,76.2809837,169.31,1.0002,2.55,,candidate_no_sv_check,"LINESTRING (76.2795199 9.973235099999997, 76.2802675 9.9734657, 76.2809837 9.973721799999996)"
SR_00008,"Kochi, Kerala, India",Boat Jetty Road,tertiary,9.973235099999997,76.2795199,9.972861200000002,76.2786354,105.43,1.0001,1.41,,candidate_no_sv_check,"LINESTRING (76.2795199 9.973235099999997, 76.2793214 9.9731455, 76.2791524 9.973071799999998, 76.2786354 9.972861200000002)"
SR_00009,"Kochi, Kerala, India",Park Avenue,primary,9.973235099999997,76.2795199,9.974952,76.2786257,213.7,1.0001,1.22,,candidate_no_sv_check,"LINESTRING (76.2795199 9.973235099999997, 76.2793948 9.973474199999997, 76.2790992 9.974025999999999, 76.27890120000002 9.974401399999998, 76.2786257 9.974952)"
SR_00010,"Kochi, Kerala, India",Park Avenue,primary,9.973235099999997,76.2795199,9.971348899999999,76.28014,219.61,1.001,5.37,,candidate_no_sv_check,"LINESTRING (76.2795199 9.973235099999997, 76.2796476 9.972931699999997, 76.279711 9.972729700000002, 76.2797974 9.9723931, 76.2799205 9.9719948, 76.2801383 9.971355100000002, 76.28014 9.971348899999999)"
SR_00011,"Kochi, Kerala, India",TD Road,tertiary,9.971811399999998,76.2828325,9.969916799999998,76.2830887,211.4,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2828325 9.971811399999998, 76.2830887 9.969916799999998)"
SR_00012,"Kochi, Kerala, India",TD Road,tertiary,9.971811399999998,76.2828325,9.9736637,76.282631,207.09,1.0051,7.86,,candidate_no_sv_check,"LINESTRING (76.2828325 9.971811399999998, 76.2828377 9.972261999999999, 76.2828404 9.9724925, 76.2828373 9.972564999999998, 76.28283330000001 9.9726624, 76.2827482 9.9731316, 76.282631 9.9736637)"
SR_00013,"Kochi, Kerala, India",TD Road,tertiary,9.969916799999998,76.2830887,9.971811399999998,76.2828325,211.4,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2830887 9.969916799999998, 76.2828325 9.971811399999998)"
SR_00014,"Kochi, Kerala, India",Club Road,tertiary,9.969916799999998,76.2830887,9.9700446,76.2838112,80.46,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2830887 9.969916799999998, 76.2838112 9.9700446)"
SR_00015,"Kochi, Kerala, India",Thottekkat Road,unclassified,9.971855699999999,76.2833144,9.970341999999999,76.2837572,174.33,1.0002,2.41,,candidate_no_sv_check,"LINESTRING (76.2833144 9.971855699999999, 76.2836038 9.9709226, 76.2837572 9.970341999999999)"
SR_00016,"Kochi, Kerala, India",TD Road,tertiary,9.9736637,76.282631,9.971811399999998,76.2828325,207.09,1.0051,7.86,,candidate_no_sv_check,"LINESTRING (76.282631 9.9736637, 76.2827482 9.9731316, 76.28283330000001 9.9726624, 76.2828373 9.972564999999998, 76.2828404 9.9724925, 76.2828377 9.972261999999999, 76.2828325 9.971811399999998)"
SR_00017,"Kochi, Kerala, India",Club Road,unclassified,9.968221299999998,76.2846695,9.969603700000002,76.2846394,152.92,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2846695 9.968221299999998, 76.2846394 9.969603700000002)"
SR_00018,"Kochi, Kerala, India",Durbar Hall Road,primary,9.968221299999998,76.2846695,9.968425499999997,76.2860629,154.44,1.0001,1.92,,candidate_no_sv_check,"LINESTRING (76.2846695 9.968221299999998, 76.2851563 9.968294999999998, 76.2856323 9.9683712, 76.2860629 9.968425499999997)"
SR_00019,"Kochi, Kerala, India",Durbar Hall Road,primary,9.9682084,76.2846053,9.968030399999998,76.2835232,120.29,1.0002,4.84,,candidate_no_sv_check,"LINESTRING (76.2846053 9.9682084, 76.2838225 9.968074999999999, 76.283737 9.968056999999998, 76.2835232 9.968030399999998)"
SR_00020,"Kochi, Kerala, India",Warriam Road,unclassified,9.9682084,76.2846053,9.967273699999998,76.2849344,109.51,1.0002,2.98,,candidate_no_sv_check,"LINESTRING (76.2846053 9.9682084, 76.2847145 9.9679, 76.2847806 9.9677134, 76.2848503 9.967493299999997, 76.2848908 9.967385399999998, 76.2849344 9.967273699999998)"
SR_00021,"Kochi, Kerala, India",Club Road,unclassified,9.969603700000002,76.2846394,9.968221299999998,76.2846695,152.92,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2846394 9.969603700000002, 76.2846695 9.968221299999998)"
SR_00022,"Kochi, Kerala, India",Durbar Hall Road,primary,9.968425499999997,76.2860629,9.968221299999998,76.2846695,154.44,1.0001,1.92,,candidate_no_sv_check,"LINESTRING (76.2860629 9.968425499999997, 76.2856323 9.9683712, 76.2851563 9.968294999999998, 76.2846695 9.968221299999998)"
SR_00023,"Kochi, Kerala, India",Mahatma Gandhi Road,primary,9.968425499999997,76.2860629,9.969842599999998,76.2856667,162.85,1.0013,3.74,,candidate_no_sv_check,"LINESTRING (76.2860629 9.968425499999997, 76.2859643 9.968900199999997, 76.2858846 9.9691876, 76.28572950000002 9.969637799999997, 76.2856667 9.969842599999998)"
SR_00024,"Kochi, Kerala, India",Durbar Hall Road,primary,9.968030399999998,76.2835232,9.9682084,76.2846053,120.29,1.0002,4.84,,candidate_no_sv_check,"LINESTRING (76.2835232 9.968030399999998, 76.283737 9.968056999999998, 76.2838225 9.968074999999999, 76.2846053 9.9682084)"
SR_00025,"Kochi, Kerala, India",Durbar Hall Road,primary,9.968030399999998,76.2835232,9.967882599999998,76.2825682,105.97,1.0,0.06,,candidate_no_sv_check,"LINESTRING (76.2835232 9.968030399999998, 76.2831579 9.967974100000001, 76.2825682 9.967882599999998)"
SR_00026,"Kochi, Kerala, India",Diwans Road,tertiary,9.968030399999998,76.2835232,9.967275299999997,76.2836914,85.52,1.0,0.57,,candidate_no_sv_check,"LINESTRING (76.2835232 9.968030399999998, 76.2836022 9.967666799999998, 76.2836914 9.967275299999997)"
SR_00027,"Kochi, Kerala, India",Warriam Road,unclassified,9.967273699999998,76.2849344,9.9682084,76.2846053,109.51,1.0002,2.98,,candidate_no_sv_check,"LINESTRING (76.2849344 9.967273699999998, 76.2848908 9.967385399999998, 76.2848503 9.967493299999997, 76.2847806 9.9677134, 76.2847145 9.9679, 76.2846053 9.9682084)"
SR_00028,"Kochi, Kerala, India",Warriam Road,unclassified,9.967273699999998,76.2849344,9.966013699999998,76.2852879,144.74,1.0007,5.99,,candidate_no_sv_check,"LINESTRING (76.2849344 9.967273699999998, 76.2850304 9.9669355, 76.2851202 9.9666373, 76.2851797 9.966351100000002, 76.2852879 9.966013699999998)"
SR_00029,"Kochi, Kerala, India",Bhaskara Menon Road,living_street,9.967273699999998,76.2849344,9.967311499999997,76.2862897,148.65,1.0,1.01,,candidate_no_sv_check,"LINESTRING (76.2849344 9.967273699999998, 76.2859991 9.9673074, 76.2862897 9.967311499999997)"
SR_00030,"Kochi, Kerala, India",Durbar Hall Road,primary,9.967882599999998,76.2825682,9.968030399999998,76.2835232,105.97,1.0,0.06,,candidate_no_sv_check,"LINESTRING (76.2825682 9.967882599999998, 76.2831579 9.967974100000001, 76.2835232 9.968030399999998)"
SR_00031,"Kochi, Kerala, India",Diwans Road,tertiary,9.967275299999997,76.2836914,9.968030399999998,76.2835232,85.52,1.0,0.57,,candidate_no_sv_check,"LINESTRING (76.2836914 9.967275299999997, 76.2836022 9.967666799999998, 76.2835232 9.968030399999998)"
SR_00032,"Kochi, Kerala, India",Abraham Madamakkal Road,primary,9.983745099999997,76.2739283,9.9847427,76.2733748,125.93,1.0001,2.15,,candidate_no_sv_check,"LINESTRING (76.2739283 9.983745099999997, 76.2738274 9.983931000000002, 76.2735198 9.984497799999996, 76.273382 9.984730399999998, 76.2733748 9.9847427)"
SR_00033,"Kochi, Kerala, India",,residential,9.944054499999998,76.2839456,9.942599999999999,76.2825775,221.89,1.0089,7.65,,candidate_no_sv_check,"LINESTRING (76.2839456 9.944054499999998, 76.2833808 9.943591799999998, 76.2829426 9.943149200000002, 76.28274370000001 9.942896499999998, 76.2826602 9.942754900000002, 76.2825775 9.942599999999999)"
SR_00034,"Kochi, Kerala, India",Norbert Pavana Road,living_street,9.948431900000001,76.2923764,9.9492346,76.2932112,127.59,1.0007,3.47,,candidate_no_sv_check,"LINESTRING (76.2923764 9.948431900000001, 76.2927591 9.948771699999996, 76.2930649 9.949078199999999, 76.2932112 9.9492346)"
SR_00035,"Kochi, Kerala, India",Maloth Lane,living_street,9.9468608,76.2929513,9.946445,76.2916701,147.82,1.0001,2.23,,candidate_no_sv_check,"LINESTRING (76.2929513 9.9468608, 76.2926784 9.946773199999999, 76.2924792 9.946710099999997, 76.291958 9.946547299999999, 76.2916701 9.946445)"
SR_00036,"Kochi, Kerala, India",Clint Road,living_street,9.946541899999998,76.293086,9.946859399999997,76.2943881,147.02,1.0,0.46,,candidate_no_sv_check,"LINESTRING (76.293086 9.946541899999998, 76.293679 9.946683799999999, 76.2943881 9.946859399999997)"
SR_00037,"Kochi, Kerala, India",Maloth Lane,living_street,9.946445,76.2916701,9.9468608,76.2929513,147.82,1.0001,2.23,,candidate_no_sv_check,"LINESTRING (76.2916701 9.946445, 76.291958 9.946547299999999, 76.2924792 9.946710099999997, 76.2926784 9.946773199999999, 76.2929513 9.9468608)"
SR_00038,"Kochi, Kerala, India",Clint Road,living_street,9.946859399999997,76.2943881,9.947035199999998,76.2951141,81.94,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2943881 9.946859399999997, 76.2951141 9.947035199999998)"
SR_00039,"Kochi, Kerala, India",Clint Road,living_street,9.946859399999997,76.2943881,9.946541899999998,76.293086,147.02,1.0,0.46,,candidate_no_sv_check,"LINESTRING (76.2943881 9.946859399999997, 76.293679 9.946683799999999, 76.293086 9.946541899999998)"
SR_00040,"Kochi, Kerala, India",Pandit Karuppan Road,secondary,9.9450249,76.2937967,9.943640899999998,76.294445,168.77,1.0,2.4,,candidate_no_sv_check,"LINESTRING (76.2937967 9.9450249, 76.2940299 9.9445213, 76.2941306 9.9443126, 76.29415280000002 9.944269399999998, 76.2944017 9.9437304, 76.294445 9.943640899999998)"
SR_00041,"Kochi, Kerala, India",Luiz Lane,living_street,9.9451981,76.2937212,9.944719,76.2924028,153.96,1.0,0.26,,candidate_no_sv_check,"LINESTRING (76.2937212 9.9451981, 76.2928319 9.944876400000004, 76.2924028 9.944719)"
SR_00042,"Kochi, Kerala, India",Pandit Karuppan Road,secondary,9.943640899999998,76.294445,9.9450249,76.2937967,168.77,1.0,2.4,,candidate_no_sv_check,"LINESTRING (76.294445 9.943640899999998, 76.2944017 9.9437304, 76.29415280000002 9.944269399999998, 76.2941306 9.9443126, 76.2940299 9.9445213, 76.2937967 9.9450249)"
SR_00043,"Kochi, Kerala, India",Sudharma Road,living_street,9.942917699999999,76.29428,9.9424352,76.2927349,177.74,1.0007,3.57,,candidate_no_sv_check,"LINESTRING (76.29428 9.942917699999999, 76.2940413 9.942859, 76.2936741 9.942759199999998, 76.2931948 9.9425965, 76.2927349 9.9424352)"
SR_00044,"Kochi, Kerala, India",,living_street,9.942917699999999,76.29428,9.941944700000002,76.2945063,110.54,1.001,7.28,,candidate_no_sv_check,"LINESTRING (76.29428 9.942917699999999, 76.2944896 9.942084999999999, 76.2945063 9.941944700000002)"
SR_00045,"Kochi, Kerala, India",Pandit Karuppan Road,secondary,9.935688100000002,76.2976576,9.936354999999997,76.2973695,80.32,1.0011,5.5,,candidate_no_sv_check,"LINESTRING (76.2976576 9.935688100000002, 76.29753640000001 9.936003100000002, 76.2975065 9.9360809, 76.2973695 9.936354999999997)"
SR_00046,"Kochi, Kerala, India",Chalanchery Road,living_street,9.935377799999998,76.297773,9.935642899999998,76.2986705,102.68,1.0,0.47,,candidate_no_sv_check,"LINESTRING (76.297773 9.935377799999998, 76.29859530000002 9.9356213, 76.2986705 9.935642899999998)"
SR_00047,"Kochi, Kerala, India",Pandit Karuppan Road,secondary,9.936354999999997,76.2973695,9.935688100000002,76.2976576,80.32,1.0011,5.5,,candidate_no_sv_check,"LINESTRING (76.2973695 9.936354999999997, 76.2975065 9.9360809, 76.29753640000001 9.936003100000002, 76.2976576 9.935688100000002)"
SR_00048,"Kochi, Kerala, India",,living_street,9.935179700000003,76.2978579,9.934914899999997,76.2971594,81.99,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2978579 9.935179700000003, 76.2971594 9.934914899999997)"
SR_00049,"Kochi, Kerala, India",,living_street,9.934914899999997,76.2971594,9.935179700000003,76.2978579,81.99,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2971594 9.934914899999997, 76.2978579 9.935179700000003)"
SR_00050,"Kochi, Kerala, India",Pandit Karuppan Road,secondary,9.934559799999999,76.2981346,9.933496999999997,76.2986511,130.49,1.0001,5.53,,candidate_no_sv_check,"LINESTRING (76.2981346 9.934559799999999, 76.2982556 9.934318300000001, 76.2983137 9.9342024, 76.298365 9.934100000000003, 76.2984878 9.933834699999995, 76.2985198 9.933765699999999, 76.298536 9.933728799999999, 76.2985481 9.9337072, 76.2986511 9.933496999999997)"
SR_00051,"Kochi, Kerala, India",Pandit Karuppan Road,secondary,9.933496999999997,76.2986511,9.934559799999999,76.2981346,130.49,1.0001,5.53,,candidate_no_sv_check,"LINESTRING (76.2986511 9.933496999999997, 76.2985481 9.9337072, 76.298536 9.933728799999999, 76.2985198 9.933765699999999, 76.2984878 9.933834699999995, 76.298365 9.934100000000003, 76.2983137 9.9342024, 76.2982556 9.934318300000001, 76.2981346 9.934559799999999)"
SR_00052,"Kochi, Kerala, India",Santhi Nagar Road,living_street,9.9338299,76.2995098,9.933992599999998,76.3004468,104.31,1.0001,3.31,,candidate_no_sv_check,"LINESTRING (76.2995098 9.9338299, 76.2995809 9.933838399999997, 76.3004468 9.933992599999998)"
SR_00053,"Kochi, Kerala, India",,primary,9.934575400000002,76.2642726,9.9338647,76.2645835,86.03,1.0042,7.52,,candidate_no_sv_check,"LINESTRING (76.2642726 9.934575400000002, 76.2644071 9.9343434, 76.2644533 9.9342497, 76.2645835 9.9338647)"
SR_00054,"Kochi, Kerala, India",,residential,9.934575400000002,76.2642726,9.934948099999998,76.2650978,99.58,1.0015,6.38,,candidate_no_sv_check,"LINESTRING (76.2642726 9.934575400000002, 76.2647219 9.934805499999998, 76.2650978 9.934948099999998)"
SR_00055,"Kochi, Kerala, India",Market Road,residential,9.934433899999998,76.2639438,9.934208100000003,76.2631981,85.49,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2639438 9.934433899999998, 76.2631981 9.934208100000003)"
SR_00056,"Kochi, Kerala, India",Bevera Road,residential,9.934433899999998,76.2639438,9.933695099999998,76.264206,86.61,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2639438 9.934433899999998, 76.264206 9.933695099999998)"
SR_00057,"Kochi, Kerala, India",,primary,9.9338647,76.2645835,9.934575400000002,76.2642726,86.03,1.0042,7.52,,candidate_no_sv_check,"LINESTRING (76.2645835 9.9338647, 76.2644533 9.9342497, 76.2644071 9.9343434, 76.2642726 9.934575400000002)"
SR_00058,"Kochi, Kerala, India",,residential,9.934948099999998,76.2650978,9.934575400000002,76.2642726,99.58,1.0015,6.38,,candidate_no_sv_check,"LINESTRING (76.2650978 9.934948099999998, 76.2647219 9.934805499999998, 76.2642726 9.934575400000002)"
SR_00059,"Kochi, Kerala, India",Pallichal Road,secondary,9.9318628,76.2666086,9.931664899999998,76.2653781,136.68,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2666086 9.9318628, 76.2653781 9.931664899999998)"
SR_00060,"Kochi, Kerala, India",KJ Herschel Road,secondary,9.9360511,76.2455897,9.935357899999998,76.2458552,82.03,1.0003,3.56,,candidate_no_sv_check,"LINESTRING (76.2455897 9.9360511, 76.2456381 9.9359032, 76.2458552 9.935357899999998)"
SR_00061,"Kochi, Kerala, India",KJ Herschel Road,secondary,9.939459499999998,76.2446641,9.9408665,76.2442318,162.66,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2446641 9.939459499999998, 76.2442318 9.9408665)"
SR_00062,"Kochi, Kerala, India",Moolamkuzhi Beach Road,tertiary,9.939459499999998,76.2446641,9.939514099999998,76.2458613,131.41,1.0001,1.55,,candidate_no_sv_check,"LINESTRING (76.2446641 9.939459499999998, 76.2452762 9.9394794, 76.2458613 9.939514099999998)"
SR_00063,"Kochi, Kerala, India",KJ Herschel Road,secondary,9.939459499999998,76.2446641,9.938582400000001,76.2449404,101.63,1.0001,1.81,,candidate_no_sv_check,"LINESTRING (76.2446641 9.939459499999998, 76.2447041 9.939320800000003, 76.2447874 9.939063, 76.2449161 9.938653599999997, 76.2449404 9.938582400000001)"
SR_00064,"Kochi, Kerala, India",KJ Herschel Road,secondary,9.9408665,76.2442318,9.939459499999998,76.2446641,162.66,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2442318 9.9408665, 76.2446641 9.939459499999998)"
SR_00065,"Kochi, Kerala, India",Moolamkuzhi Beach Road,tertiary,9.939514099999998,76.2458613,9.939459499999998,76.2446641,131.41,1.0001,1.55,,candidate_no_sv_check,"LINESTRING (76.2458613 9.939514099999998, 76.2452762 9.9394794, 76.2446641 9.939459499999998)"
SR_00066,"Kochi, Kerala, India",KJ Herschel Road,secondary,9.938582400000001,76.2449404,9.939459499999998,76.2446641,101.63,1.0001,1.81,,candidate_no_sv_check,"LINESTRING (76.2449404 9.938582400000001, 76.2449161 9.938653599999997, 76.2447874 9.939063, 76.2447041 9.939320800000003, 76.2446641 9.939459499999998)"
SR_00067,"Kochi, Kerala, India",,residential,9.9356106,76.2594367,9.9344535,76.2597825,133.51,1.0004,3.9,,candidate_no_sv_check,"LINESTRING (76.2594367 9.9356106, 76.2594937 9.935373200000003, 76.2597825 9.9344535)"
SR_00068,"Kochi, Kerala, India",Odampally Rd,unclassified,9.9344535,76.2597825,9.9348353,76.2610494,145.22,1.0002,2.53,,candidate_no_sv_check,"LINESTRING (76.2597825 9.9344535, 76.2603413 9.934607, 76.2610494 9.9348353)"
SR_00069,"Kochi, Kerala, India",,residential,9.9344535,76.2597825,9.9356106,76.2594367,133.51,1.0004,3.9,,candidate_no_sv_check,"LINESTRING (76.2597825 9.9344535, 76.2594937 9.935373200000003, 76.2594367 9.9356106)"
SR_00070,"Kochi, Kerala, India",PT Jacob Road,primary,9.9349898,76.246899,9.935076200000001,76.2477941,98.61,1.0,1.1,,candidate_no_sv_check,"LINESTRING (76.246899 9.9349898, 76.2473426 9.935036899999997, 76.2477941 9.935076200000001)"
SR_00071,"Kochi, Kerala, India",,residential,9.9349898,76.246899,9.933583600000002,76.2473198,162.29,1.0005,3.73,,candidate_no_sv_check,"LINESTRING (76.246899 9.9349898, 76.2471061 9.934214599999999, 76.2473198 9.933583600000002)"
SR_00072,"Kochi, Kerala, India",PT Jacob Road,primary,9.935076200000001,76.2477941,9.9349898,76.246899,98.61,1.0,1.1,,candidate_no_sv_check,"LINESTRING (76.2477941 9.935076200000001, 76.2473426 9.935036899999997, 76.246899 9.9349898)"
SR_00073,"Kochi, Kerala, India",,residential,9.933583600000002,76.2473198,9.9349898,76.246899,162.29,1.0005,3.73,,candidate_no_sv_check,"LINESTRING (76.2473198 9.933583600000002, 76.2471061 9.934214599999999, 76.246899 9.9349898)"
SR_00074,"Kochi, Kerala, India",KJ Herschel Road,secondary,9.935357899999998,76.2458552,9.9360511,76.2455897,82.03,1.0003,3.56,,candidate_no_sv_check,"LINESTRING (76.2458552 9.935357899999998, 76.2456381 9.9359032, 76.2455897 9.9360511)"
SR_00075,"Kochi, Kerala, India",Karuvelpady Road,tertiary,9.9351627,76.2558169,9.9360737,76.2557218,101.28,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2558169 9.9351627, 76.2557218 9.9360737)"
SR_00076,"Kochi, Kerala, India",PT Jacob Road,primary,9.9351627,76.2558169,9.9352995,76.2565851,85.58,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2558169 9.9351627, 76.2565851 9.9352995)"
SR_00077,"Kochi, Kerala, India",Karuvelpady Road,tertiary,9.9360737,76.2557218,9.9351627,76.2558169,101.28,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2557218 9.9360737, 76.2558169 9.9351627)"
SR_00078,"Kochi, Kerala, India",PT Jacob Road,primary,9.9352995,76.2565851,9.9351627,76.2558169,85.58,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2565851 9.9352995, 76.2558169 9.9351627)"
SR_00079,"Kochi, Kerala, India",PT Jacob Road,primary,9.9354707,76.252571,9.9352895,76.2537003,125.43,1.0,1.7,,candidate_no_sv_check,"LINESTRING (76.252571 9.9354707, 76.2536331 9.9353022, 76.2537003 9.9352895)"
SR_00080,"Kochi, Kerala, India",Mundamveli Road,secondary,9.9351727,76.2525581,9.934318699999997,76.2525853,94.67,1.0019,7.44,,candidate_no_sv_check,"LINESTRING (76.2525581 9.9351727, 76.2525421 9.934867200000001, 76.2525853 9.934318699999997)"
SR_00081,"Kochi, Kerala, India",,residential,9.9359758,76.2526477,9.936014400000001,76.2518485,87.73,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2526477 9.9359758, 76.2518485 9.936014400000001)"
SR_00082,"Kochi, Kerala, India",PT Jacob Road,primary,9.9352895,76.2537003,9.935100799999997,76.2545328,93.77,1.0015,6.63,,candidate_no_sv_check,"LINESTRING (76.2537003 9.9352895, 76.2539015 9.935251499999998, 76.2541762 9.935167000000002, 76.2545328 9.935100799999997)"
SR_00083,"Kochi, Kerala, India",PT Jacob Road,primary,9.9352895,76.2537003,9.9354707,76.252571,125.43,1.0,1.7,,candidate_no_sv_check,"LINESTRING (76.2537003 9.9352895, 76.2536331 9.9353022, 76.252571 9.9354707)"
SR_00084,"Kochi, Kerala, India",PT Jacob Road,primary,9.935362999999997,76.2504744,9.9354184,76.2514583,108.09,1.0004,3.16,,candidate_no_sv_check,"LINESTRING (76.2504744 9.935362999999997, 76.2509059 9.9354006, 76.2514583 9.9354184)"
SR_00085,"Kochi, Kerala, India",Bodanandhan Road,residential,9.9353019,76.2499702,9.9360198,76.2498722,80.12,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2499702 9.9353019, 76.2498722 9.9360198)"
SR_00086,"Kochi, Kerala, India",PT Jacob Road,primary,9.9354184,76.2514583,9.935362999999997,76.2504744,108.09,1.0004,3.16,,candidate_no_sv_check,"LINESTRING (76.2514583 9.9354184, 76.2509059 9.9354006, 76.2504744 9.935362999999997)"
SR_00087,"Kochi, Kerala, India",,unclassified,9.982964599999997,76.2804064,9.982094599999998,76.2805348,97.29,1.0006,3.93,,candidate_no_sv_check,"LINESTRING (76.2804064 9.982964599999997, 76.2804954 9.982463099999999, 76.2805348 9.982094599999998)"
SR_00088,"Kochi, Kerala, India",Vittappa Prabhu road,unclassified,9.9832916,76.2807082,9.9835186,76.2822722,173.29,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2807082 9.9832916, 76.2822722 9.9835186)"
SR_00089,"Kochi, Kerala, India",TD Road,tertiary,9.9832916,76.2807082,9.9842712,76.2805687,109.42,1.0001,2.01,,candidate_no_sv_check,"LINESTRING (76.2807082 9.9832916, 76.2806485 9.9836529, 76.2805687 9.9842712)"
SR_00090,"Kochi, Kerala, India",TD Road,tertiary,9.981216999999996,76.2810583,9.982201600000002,76.2809298,109.81,1.0002,4.03,,candidate_no_sv_check,"LINESTRING (76.2810583 9.981216999999996, 76.2809438 9.9821309, 76.2809298 9.982201600000002)"
SR_00091,"Kochi, Kerala, India",Jew Street,tertiary,9.981139199999996,76.2808618,9.980812800000002,76.2793496,169.93,1.0016,4.69,,candidate_no_sv_check,"LINESTRING (76.2808618 9.981139199999996, 76.2808008 9.981117799999998, 76.2803029 9.980982499999998, 76.2799386 9.980913099999999, 76.2797193 9.980864200000001, 76.2793496 9.980812800000002)"
SR_00092,"Kochi, Kerala, India",Srinivasa Mallan Road,unclassified,9.981516,76.2819772,9.979901200000002,76.2821843,180.03,1.0001,1.32,,candidate_no_sv_check,"LINESTRING (76.2819772 9.981516, 76.2820311 9.981160799999998, 76.2820954 9.9806588, 76.2821843 9.979901200000002)"
SR_00093,"Kochi, Kerala, India",TD Road,tertiary,9.982201600000002,76.2809298,9.981216999999996,76.2810583,109.81,1.0002,4.03,,candidate_no_sv_check,"LINESTRING (76.2809298 9.982201600000002, 76.2809438 9.9821309, 76.2810583 9.981216999999996)"
SR_00094,"Kochi, Kerala, India",TD East Sannidhi Road,unclassified,9.979758399999998,76.2813138,9.979901200000002,76.2821843,96.73,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2813138 9.979758399999998, 76.2821843 9.979901200000002)"
SR_00095,"Kochi, Kerala, India",TD East Sannidhi Road,unclassified,9.979901200000002,76.2821843,9.979758399999998,76.2813138,96.73,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2821843 9.979901200000002, 76.2813138 9.979758399999998)"
SR_00096,"Kochi, Kerala, India",Srinivasa Mallan Road,unclassified,9.979901200000002,76.2821843,9.981516,76.2819772,180.03,1.0001,1.32,,candidate_no_sv_check,"LINESTRING (76.2821843 9.979901200000002, 76.2820954 9.9806588, 76.2820311 9.981160799999998, 76.2819772 9.981516)"
SR_00097,"Kochi, Kerala, India",TD Road,tertiary,9.9765912,76.2817108,9.975819999999999,76.28195,89.23,1.0,0.0,,candidate_no_sv_check,"LINESTRING (76.2817108 9.9765912, 76.28195 9.975819999999999)"
